name,id,nametype,recclass,mass (g),fall,year,reclat,reclong
Yamato 790757,26106,Valid,LL,507.6,Found,1979,-71.5,35.66667
Yamato 791427,26776,Valid,H5,507.05,Found,1979,-71.5,35.66667
Allan Hills A79029,1904,Valid,H5,505.5,Found,1979,-76.71667,159.66667
Yamato 790748,26097,Valid,H6,498.8,Found,1979,-71.5,35.66667
Yamato 791566,26915,Valid,L6,497.17,Found,1979,-71.5,35.66667
Yamato 790734,26083,Valid,L6,492.8,Found,1979,-71.5,35.66667
Yamato 791563,26912,Valid,H4,487.87,Found,1979,-71.5,35.66667
Yamato 791577,26926,Valid,L6,481.41,Found,1979,-71.5,35.66667
Yamato 790247,25596,Valid,L5,475.9,Found,1979,-71.5,35.66667
Yamato 793514,28863,Valid,H5,473.6,Found,1979,-71.5,35.66667
Yamato 791677,27026,Valid,L4,473.05,Found,1979,-71.5,35.66667
Yamato 790499,25848,Valid,L6,469.2,Found,1979,-71.5,35.66667
Yamato 790783,26132,Valid,LL6,468.9,Found,1979,-71.5,35.66667
Yamato 790522,25871,Valid,LL4,468.5,Found,1979,-71.5,35.66667
Yamato 790746,26095,Valid,H5-6,465.9,Found,1979,-71.5,35.66667
Elephant Moraine A79005,10006,Valid,Eucrite-pmict,450.9,Found,1979,-76.29111,157.23944
Yamato 791927,27276,Valid,L6,444.17,Found,1979,-71.5,35.66667
Yamato 793515,28864,Valid,H5-6,440.73,Found,1979,-71.5,35.66667
Yamato 792521,27870,Valid,H4,438.85,Found,1979,-71.5,35.66667
Elephant Moraine A79003,10004,Valid,L6,435.6,Found,1979,-76.29,157.23833
Yamato 790260,25609,Valid,Eucrite-pmict,433.9,Found,1979,-71.5,35.66667
Yamato 793569,28918,Valid,L6,429.74,Found,1979,-71.5,35.66667
Yamato 790526,25875,Valid,LL4,423.9,Found,1979,-71.5,35.66667
Yamato 791538,26887,Valid,Ureilite,419.03,Found,1979,-71.5,35.66667
Yamato 793535,28884,Valid,H6,411.47,Found,1979,-71.5,35.66667
Yamato 791106,26455,Valid,H6,409.89,Found,1979,-71.5,35.66667
Yamato 791781,27130,Valid,L6,409.53,Found,1979,-71.5,35.66667
Yamato 790523,25872,Valid,LL4,406.9,Found,1979,-71.5,35.66667
Yamato 791870,27219,Valid,H4,404.14,Found,1979,-71.5,35.66667
Yamato 793284,28633,Valid,H4,397.56,Found,1979,-71.5,35.66667
Yamato 793191,28540,Valid,H4,393.94,Found,1979,-71.5,35.66667
Elephant Moraine A79004,10005,Valid,Eucrite-pmict,390.3,Found,1979,-76.29167,157.23945
Yamato 790401,25750,Valid,H4,389.5,Found,1979,-71.5,35.66667
Yamato 790256,25605,Valid,LL6,382.1,Found,1979,-71.5,35.66667
Yamato 793321,28670,Valid,CM2,379.73,Found,1979,-71.5,35.66667
Yamato 792773,28122,Valid,LL4,376.43,Found,1979,-71.5,35.66667
Yamato 792522,27871,Valid,H4,371.63,Found,1979,-71.5,35.66667
Reckling Peak A79004,22464,Valid,H5,370.9,Found,1979,-76.26667,159.25
Yamato 790728,26077,Valid,LL,368,Found,1979,-71.5,35.66667
Yamato 793396,28745,Valid,L3.7,364.11,Found,1979,-71.5,35.66667
Yamato 791192,26541,Valid,Howardite,364.1,Found,1979,-71.5,35.66667
Yamato 791968,27317,Valid,H4,358.51,Found,1979,-71.5,35.66667
Yamato 792669,28018,Valid,L6,355.84,Found,1979,-71.5,35.66667
Yamato 791210,26559,Valid,H4/5,355.09,Found,1979,-71.5,35.66667
Yamato 791026,26375,Valid,H4,354.72,Found,1979,-71.5,35.66667
Yamato 793220,28569,Valid,L6,354.27,Found,1979,-71.5,35.66667
Yamato 790250,25599,Valid,LL4,354.2,Found,1979,-71.5,35.66667
Yamato 791024,26373,Valid,H4,353.7,Found,1979,-71.5,35.66667
Yamato 791482,26831,Valid,H4,352.62,Found,1979,-71.5,35.66667
Yamato 791315,26664,Valid,H4,352.57,Found,1979,-71.5,35.66667
Yamato 791695,27044,Valid,L4,352.1,Found,1979,-71.5,35.66667
Yamato 791652,27001,Valid,H6,349.1,Found,1979,-71.5,35.66667
Yamato 790947,26296,Valid,L6,344.24,Found,1979,-71.5,35.66667
Yamato 791706,27055,Valid,L4,341.1,Found,1979,-71.5,35.66667
Yamato 790524,25873,Valid,LL5,335.2,Found,1979,-71.5,35.66667
Yamato 791669,27018,Valid,L4,334.85,Found,1979,-71.5,35.66667
Yamato 791634,26983,Valid,L4,333.77,Found,1979,-71.5,35.66667
Yamato 791076,26425,Valid,"Iron, ungrouped",331.8,Found,1979,-71.5,35.66667
Yamato 793219,28568,Valid,L6,326.13,Found,1979,-71.5,35.66667
Yamato 791783,27132,Valid,H5,323.21,Found,1979,-71.5,35.66667
Yamato 793510,28859,Valid,H4,322.35,Found,1979,-71.5,35.66667
Yamato 793175,28524,Valid,H4,317.31,Found,1979,-71.5,35.66667
Yamato 793285,28634,Valid,L6,311.26,Found,1979,-71.5,35.66667
Yamato 790525,25874,Valid,LL4,310.9,Found,1979,-71.5,35.66667
Allan Hills A79017,1892,Valid,Eucrite-pmict,310,Found,1979,-76.70139,159.35361
Yamato 791840,27189,Valid,L4,309.55,Found,1979,-71.5,35.66667
Yamato 793501,28850,Valid,H4,305.66,Found,1979,-71.5,35.66667
Yamato 793337,28686,Valid,H6,302.2,Found,1979,-71.5,35.66667
Yamato 790760,26109,Valid,H4,301.2,Found,1979,-71.5,35.66667
Yamato 790527,25876,Valid,LL,299.9,Found,1979,-71.5,35.66667
Yamato 791962,27311,Valid,Eucrite-pmict,299.65,Found,1979,-71.5,35.66667
Yamato 791604,26953,Valid,H4,297.44,Found,1979,-71.5,35.66667
Yamato 793249,28598,Valid,LL4,292.26,Found,1979,-71.5,35.66667
Yamato 791001,26350,Valid,L5,289.83,Found,1979,-71.5,35.66667
Yamato 791020,26369,Valid,H4/5,288.26,Found,1979,-71.5,35.66667
Yamato 793597,28946,Valid,L6,288.1,Found,1979,-71.5,35.66667
Elephant Moraine A79010,10010,Valid,L6,287.3,Found,1979,-76.29167,157.2225
Yamato 790175,25524,Valid,H5,286.9,Found,1979,-71.5,35.66667
Yamato 793403,28752,Valid,H4,286.8,Found,1979,-71.5,35.66667
Yamato 791680,27029,Valid,L4,284.98,Found,1979,-71.5,35.66667
Yamato 791107,26456,Valid,L5,283.55,Found,1979,-71.5,35.66667
Yamato 791316,26665,Valid,L6,283.11,Found,1979,-71.5,35.66667
Yamato 791501,26850,Valid,H4,283.1,Found,1979,-71.5,35.66667
Yamato 791431,26780,Valid,L6,281.6,Found,1979,-71.5,35.66667
Allan Hills A79033,1907,Valid,L6,280.8,Found,1979,-76.69917,159.35778
Yamato 791971,27320,Valid,H4,274.79,Found,1979,-71.5,35.66667
Yamato 790251,25600,Valid,H4,274.6,Found,1979,-71.5,35.66667
Yamato 793203,28552,Valid,H4,274.27,Found,1979,-71.5,35.66667
Yamato 791318,26667,Valid,H,265.96,Found,1979,-71.5,35.66667
Yamato 791434,26783,Valid,H4,265.2,Found,1979,-71.5,35.66667
Yamato 791931,27280,Valid,H4,260.06,Found,1979,-71.5,35.66667
Yamato 791678,27027,Valid,L4,259.1,Found,1979,-71.5,35.66667
Yamato 794006,28960,Valid,L4,257.07,Found,1979,-71.5,35.66667
Yamato 791861,27210,Valid,H6,256.74,Found,1979,-71.5,35.66667
Yamato 793542,28891,Valid,L6,254.99,Found,1979,-71.5,35.66667
Yamato 793397,28746,Valid,L5,254.38,Found,1979,-71.5,35.66667
Yamato 793278,28627,Valid,H4,253.27,Found,1979,-71.5,35.66667
Yamato 791970,27319,Valid,H4,248.38,Found,1979,-71.5,35.66667
Yamato 793239,28588,Valid,H4,247.75,Found,1979,-71.5,35.66667
Yamato 793448,28797,Valid,L6,242.48,Found,1979,-71.5,35.66667
Yamato 791960,27309,Valid,Eucrite-pmict,242.08,Found,1979,-71.5,35.66667
Yamato 792796,28145,Valid,LL6,241.93,Found,1979,-71.5,35.66667
Yamato 790729,26078,Valid,L6,236.8,Found,1979,-71.5,35.66667
Yamato 791972,27321,Valid,H4,234.81,Found,1979,-71.5,35.66667
Yamato 790178,25527,Valid,L6,234.7,Found,1979,-71.5,35.66667
Yamato 791067,26416,Valid,LL7,234.59,Found,1979,-71.5,35.66667
Yamato 790345,25694,Valid,LL,233.6,Found,1979,-71.5,35.66667
Yamato 792947,28296,Valid,H3.2-an,233.4,Found,1979,-71.5,35.66667
Yamato 792523,27872,Valid,H5,232.24,Found,1979,-71.5,35.66667
Yamato 790253,25602,Valid,L6,232,Found,1979,-71.5,35.66667
Yamato 793394,28743,Valid,L6,226.05,Found,1979,-71.5,35.66667
Yamato 791004,26353,Valid,H6,225.09,Found,1979,-71.5,35.66667
Yamato 791429,26778,Valid,L3.7,223.53,Found,1979,-71.5,35.66667
Yamato 791022,26371,Valid,L6,223.38,Found,1979,-71.5,35.66667
Allan Hills A79002,1877,Valid,H6,222.8,Found,1979,-76.70306,159.39166
Yamato 790185,25534,Valid,L6,222.8,Found,1979,-71.5,35.66667
Yamato 790489,25838,Valid,L,222.8,Found,1979,-71.5,35.66667
Yamato 793242,28591,Valid,L6,222.76,Found,1979,-71.5,35.66667
Yamato 790521,25870,Valid,L3,221.8,Found,1979,-71.5,35.66667
Yamato 791432,26781,Valid,L6,221.07,Found,1979,-71.5,35.66667
Yamato 790530,25879,Valid,LL,220.4,Found,1979,-71.5,35.66667
Yamato 790532,25881,Valid,LL5,220.3,Found,1979,-71.5,35.66667
Yamato 790535,25884,Valid,LL,219.7,Found,1979,-71.5,35.66667
Yamato 791586,26935,Valid,L6,219.68,Found,1979,-71.5,35.66667
Yamato 792668,28017,Valid,L4,216.72,Found,1979,-71.5,35.66667
Yamato 793253,28602,Valid,H4,216.7,Found,1979,-71.5,35.66667
Yamato 791108,26457,Valid,LL5/6,215.39,Found,1979,-71.5,35.66667
Yamato 791477,26826,Valid,H4/5,214.87,Found,1979,-71.5,35.66667
Yamato 790981,26330,Valid,Ureilite,213.01,Found,1979,-71.5,35.66667
Yamato 790266,25615,Valid,Eucrite-pmict,208,Found,1979,-71.5,35.66667
Yamato 790417,25766,Valid,H5,207,Found,1979,-71.5,35.66667
Yamato 793374,28723,Valid,L3.6,206.91,Found,1979,-71.5,35.66667
Yamato 794046,29000,Valid,H4,206.65,Found,1979,-71.5,35.66667
Yamato 794047,29001,Valid,H4,206.5,Found,1979,-71.5,35.66667
Yamato 794042,28996,Valid,L4,206.08,Found,1979,-71.5,35.66667
Yamato 790740,26089,Valid,L5,206,Found,1979,-71.5,35.66667
Yamato 791048,26397,Valid,H6,205.53,Found,1979,-71.5,35.66667
Yamato 791562,26911,Valid,H4,205.32,Found,1979,-71.5,35.66667
Yamato 791452,26801,Valid,L5,204.59,Found,1979,-71.5,35.66667
Yamato 791413,26762,Valid,L6,203.61,Found,1979,-71.5,35.66667
Reckling Peak A79002,22462,Valid,L6,203.6,Found,1979,-76.26667,159.25
Yamato 792662,28011,Valid,H4,202.71,Found,1979,-71.5,35.66667
Elephant Moraine A79007,10008,Valid,H5,199.9,Found,1979,-76.2886,157.22118
Yamato 791973,27322,Valid,H4,199.87,Found,1979,-71.5,35.66667
Yamato 791574,26923,Valid,L5/6,199.73,Found,1979,-71.5,35.66667
Yamato 790987,26336,Valid,H4,199.21,Found,1979,-71.5,35.66667
Yamato 790531,25880,Valid,LL,198.08,Found,1979,-71.5,35.66667
Yamato 791545,26894,Valid,L4,195.17,Found,1979,-71.5,35.66667
Yamato 791963,27312,Valid,H5,194.68,Found,1979,-71.5,35.66667
Yamato 791716,27065,Valid,H4,193.21,Found,1979,-71.5,35.66667
Yamato 791450,26799,Valid,L6,192.86,Found,1979,-71.5,35.66667
Allan Hills A79012,1887,Valid,H5,191.9,Found,1979,-76.71667,159.66667
Yamato 791578,26927,Valid,L6,191.44,Found,1979,-71.5,35.66667
Yamato 790272,25621,Valid,H4,190.8,Found,1979,-71.5,35.66667
Yamato 790116,25465,Valid,L6,190.65,Found,1979,-71.5,35.66667
Yamato 791143,26492,Valid,H4,190.39,Found,1979,-71.5,35.66667
Yamato 790985,26334,Valid,H4,189.64,Found,1979,-71.5,35.66667
Yamato 790517,25866,Valid,"Iron, ungrouped",189.58,Found,1979,-71.5,35.66667
Yamato 791442,26791,Valid,L6,189.53,Found,1979,-71.5,35.66667
Yamato 793421,28770,Valid,L6,188.82,Found,1979,-71.5,35.66667
Yamato 790784,26133,Valid,LL,188.01,Found,1979,-71.5,35.66667
Belgica 7903,5000,Valid,L4,185.3,Found,1979,-72.58333,31.25
Yamato 791718,27067,Valid,CO3,184.01,Found,1979,-71.5,35.66667
Yamato 793243,28592,Valid,H5,182.7,Found,1979,-71.5,35.66667
Yamato 791606,26955,Valid,H4,182.4,Found,1979,-71.5,35.66667
Reckling Peak A79003,22463,Valid,H6,182.2,Found,1979,-76.21391,158.43325
Yamato 791975,27324,Valid,H4,180.58,Found,1979,-71.5,35.66667
Yamato 791198,26547,Valid,CM2,179.77,Found,1979,-71.5,35.66667
Yamato 793224,28573,Valid,L6,179.35,Found,1979,-71.5,35.66667
Yamato 790997,26346,Valid,H5,177.93,Found,1979,-71.5,35.66667
Yamato 791091,26440,Valid,L6,177.91,Found,1979,-71.5,35.66667
Yamato 790785,26134,Valid,LL6,177.83,Found,1979,-71.5,35.66667
Yamato 791709,27058,Valid,L4,174.32,Found,1979,-71.5,35.66667
Yamato 791976,27325,Valid,H4,173.77,Found,1979,-71.5,35.66667
Yamato 791034,26383,Valid,L5/6,173.18,Found,1979,-71.5,35.66667
Yamato 791705,27054,Valid,L4,172.47,Found,1979,-71.5,35.66667
Yamato 792797,28146,Valid,LL6,171.62,Found,1979,-71.5,35.66667
Yamato 791719,27068,Valid,CO3,170.69,Found,1979,-71.5,35.66667
Yamato 790406,25755,Valid,LL6,165.71,Found,1979,-71.5,35.66667
Yamato 793508,28857,Valid,L6,165.57,Found,1979,-71.5,35.66667
Yamato 791977,27326,Valid,H4,165.17,Found,1979,-71.5,35.66667
Yamato 790270,25619,Valid,H4,165.08,Found,1979,-71.5,35.66667
Yamato 791317,26666,Valid,L6,164.42,Found,1979,-71.5,35.66667
Yamato 790533,25882,Valid,LL,164.14,Found,1979,-71.5,35.66667
Yamato 791047,26396,Valid,H3.8,163.44,Found,1979,-71.5,35.66667
Yamato 790992,26341,Valid,CO3.5,162.99,Found,1979,-71.5,35.66667
Yamato 790043,25392,Valid,H4,162.01,Found,1979,-71.5,35.66667
Yamato 790397,25746,Valid,LL,161.99,Found,1979,-71.5,35.66667
Yamato 791211,26560,Valid,H4/5,161.67,Found,1979,-71.5,35.66667
Yamato 793402,28751,Valid,L6,161.39,Found,1979,-71.5,35.66667
Yamato 791844,27193,Valid,L5,161.34,Found,1979,-71.5,35.66667
Yamato 791978,27327,Valid,H4,160.28,Found,1979,-71.5,35.66667
Yamato 793193,28542,Valid,H5,159.32,Found,1979,-71.5,35.66667
Yamato 791453,26802,Valid,H4,158.89,Found,1979,-71.5,35.66667
Yamato 791217,26566,Valid,H4,157.31,Found,1979,-71.5,35.66667
Yamato 791771,27120,Valid,L6,156.43,Found,1979,-71.5,35.66667
Yamato 790999,26348,Valid,L6,154.34,Found,1979,-71.5,35.66667
Yamato 790738,26087,Valid,L6,153.04,Found,1979,-71.5,35.66667
Yamato 790117,25466,Valid,L5,151.37,Found,1979,-71.5,35.66667
Yamato 792862,28211,Valid,H6,150.76,Found,1979,-71.5,35.66667
Yamato 790534,25883,Valid,LL,149.05,Found,1979,-71.5,35.66667
Yamato 790386,25735,Valid,H6,148.86,Found,1979,-71.5,35.66667
Yamato 792516,27865,Valid,H4,148.64,Found,1979,-71.5,35.66667
Yamato 791597,26946,Valid,H6,147.99,Found,1979,-71.5,35.66667
Yamato 791007,26356,Valid,H5,147.15,Found,1979,-71.5,35.66667
Yamato 791478,26827,Valid,H4,146.95,Found,1979,-71.5,35.66667
Yamato 791144,26493,Valid,H4,144.92,Found,1979,-71.5,35.66667
Yamato 792791,28140,Valid,L6,144.21,Found,1979,-71.5,35.66667
Yamato 794055,29009,Valid,H6,143.29,Found,1979,-71.5,35.66667
Yamato 792341,27690,Valid,H6,143.02,Found,1979,-71.5,35.66667
Yamato 790416,25765,Valid,H5/6,142.46,Found,1979,-71.5,35.66667
Allan Hills A79007,1882,Valid,L6,142.3,Found,1979,-76.69778,159.34611
Yamato 792517,27866,Valid,H4,141.95,Found,1979,-71.5,35.66667
Yamato 791471,26820,Valid,L5,141.83,Found,1979,-71.5,35.66667
Yamato 793447,28796,Valid,L4,141.43,Found,1979,-71.5,35.66667
Yamato 790399,25748,Valid,L6,141.42,Found,1979,-71.5,35.66667
Yamato 791322,26671,Valid,L6,141.06,Found,1979,-71.5,35.66667
Elephant Moraine A79009,10009,Valid,L5,140.3,Found,1979,-76.29028,157.22778
Yamato 793598,28947,Valid,Iron,138.23,Found,1979,-71.5,35.66667
Yamato 792661,28010,Valid,H4,137.96,Found,1979,-71.5,35.66667
Yamato 791974,27323,Valid,H4,137.81,Found,1979,-71.5,35.66667
Yamato 791319,26668,Valid,L,137.4,Found,1979,-71.5,35.66667
Yamato 791145,26494,Valid,L6,136.82,Found,1979,-71.5,35.66667
Yamato 791917,27266,Valid,H4,136.7,Found,1979,-71.5,35.66667
Yamato 790752,26101,Valid,LL,136.51,Found,1979,-71.5,35.66667
Yamato 791969,27318,Valid,H4,135.85,Found,1979,-71.5,35.66667
Yamato 790986,26335,Valid,H3.7,135.79,Found,1979,-71.5,35.66667
Yamato 790767,26116,Valid,L5,135.45,Found,1979,-71.5,35.66667
Yamato 791933,27282,Valid,H6,135.18,Found,1979,-71.5,35.66667
Yamato 790536,25885,Valid,LL,135.06,Found,1979,-71.5,35.66667
Yamato 793188,28537,Valid,H6,134.98,Found,1979,-71.5,35.66667
Yamato 791918,27267,Valid,H4,134.8,Found,1979,-71.5,35.66667
Yamato 791644,26993,Valid,L4,134.58,Found,1979,-71.5,35.66667
Yamato 791573,26922,Valid,Howardite,134.33,Found,1979,-71.5,35.66667
Yamato 791323,26672,Valid,H5,134.2,Found,1979,-71.5,35.66667
Yamato 792680,28029,Valid,L6,134.16,Found,1979,-71.5,35.66667
Yamato 794050,29004,Valid,H4,133.21,Found,1979,-71.5,35.66667
Allan Hills A79027,1902,Valid,L6,133.2,Found,1979,-76.69972,159.09889
Yamato 793386,28735,Valid,H4,132.64,Found,1979,-71.5,35.66667
Yamato 792863,28212,Valid,H5,132.25,Found,1979,-71.5,35.66667
Yamato 791502,26851,Valid,H3/4,131.02,Found,1979,-71.5,35.66667
Yamato 790463,25812,Valid,H5,130.98,Found,1979,-71.5,35.66667
Yamato 791216,26565,Valid,H4/5,130,Found,1979,-71.5,35.66667
Yamato 791194,26543,Valid,Diogenite,129.73,Found,1979,-71.5,35.66667
Yamato 791556,26905,Valid,H5,129.25,Found,1979,-71.5,35.66667
Yamato 790257,25606,Valid,L6,129.04,Found,1979,-71.5,35.66667
Yamato 792512,27861,Valid,L6,128.45,Found,1979,-71.5,35.66667
Yamato 791320,26669,Valid,H6,128.09,Found,1979,-71.5,35.66667
Yamato 791629,26978,Valid,H4,128.02,Found,1979,-71.5,35.66667
Yamato 792520,27869,Valid,L6,127.9,Found,1979,-71.5,35.66667
Yamato 791708,27057,Valid,L4,126.98,Found,1979,-71.5,35.66667
Yamato 792524,27873,Valid,H4,126.03,Found,1979,-71.5,35.66667
Yamato 791980,27329,Valid,H4,125.81,Found,1979,-71.5,35.66667
Yamato 792774,28123,Valid,LL4,125.81,Found,1979,-71.5,35.66667
Yamato 790537,25886,Valid,LL,124.97,Found,1979,-71.5,35.66667
Yamato 793164,28513,Valid,Eucrite-pmict,123.88,Found,1979,-71.5,35.66667
Yamato 791682,27031,Valid,L4,123.73,Found,1979,-71.5,35.66667
Yamato 792679,28028,Valid,H4,122.87,Found,1979,-71.5,35.66667
Yamato 791036,26385,Valid,H4/5,122.82,Found,1979,-71.5,35.66667
Forrest 008,10131,Valid,L6,122.6,Found,1979,-30.75,127.99167
Yamato 790781,26130,Valid,H4,122.39,Found,1979,-71.5,35.66667
Yamato 791199,26548,Valid,Diogenite,121.88,Found,1979,-71.5,35.66667
Allan Hills A79018,1893,Valid,L6,120.7,Found,1979,-76.70278,159.39333
Yamato 790727,26076,Valid,Howardite,120.42,Found,1979,-71.5,35.66667
Yamato 792670,28019,Valid,L3.6,119.36,Found,1979,-71.5,35.66667
Yamato 793599,28948,Valid,LL,119.3,Found,1979,-71.5,35.66667
Yamato 794005,28959,Valid,L4,118.73,Found,1979,-71.5,35.66667
Yamato 792762,28111,Valid,H5,117.94,Found,1979,-71.5,35.66667
Yamato 791720,27069,Valid,CO3,117.52,Found,1979,-71.5,35.66667
Yamato 791008,26357,Valid,L6,117.17,Found,1979,-71.5,35.66667
Yamato 791833,27182,Valid,L5,116.35,Found,1979,-71.5,35.66667
Yamato 791857,27206,Valid,H4,116.34,Found,1979,-71.5,35.66667
Yamato 790337,25686,Valid,H4,115.82,Found,1979,-71.5,35.66667
Allan Hills A79045,1918,Valid,L3.5,115.4,Found,1979,-76.70278,159.40139
Yamato 791826,27175,Valid,Eucrite-pmict,115.35,Found,1979,-71.5,35.66667
Yamato 791580,26929,Valid,L6,114.6,Found,1979,-71.5,35.66667
Yamato 791069,26418,Valid,H5/6,114.46,Found,1979,-71.5,35.66667
Yamato 791661,27010,Valid,L4,114.1,Found,1979,-71.5,35.66667
Yamato 793590,28939,Valid,L3,114.03,Found,1979,-71.5,35.66667
Yamato 790382,25731,Valid,H4,113.61,Found,1979,-71.5,35.66667
Yamato 791605,26954,Valid,H5,112.63,Found,1979,-71.5,35.66667
Yamato 791636,26985,Valid,L4,112.52,Found,1979,-71.5,35.66667
Yamato 791988,27337,Valid,H4,112.26,Found,1979,-71.5,35.66667
Yamato 791775,27124,Valid,H6,110.58,Found,1979,-71.5,35.66667
Yamato 790502,25851,Valid,H4,110.28,Found,1979,-71.5,35.66667
Yamato 794040,28994,Valid,L6,109.92,Found,1979,-71.5,35.66667
Yamato 790122,25471,Valid,Eucrite-pmict,109.54,Found,1979,-71.5,35.66667
Yamato 791637,26986,Valid,L4,109.23,Found,1979,-71.5,35.66667
Yamato 791080,26429,Valid,L6,109.19,Found,1979,-71.5,35.66667
Yamato 791919,27268,Valid,H4,108.81,Found,1979,-71.5,35.66667
Yamato 791029,26378,Valid,H5,108.8,Found,1979,-71.5,35.66667
Yamato 791449,26798,Valid,L6,108.33,Found,1979,-71.5,35.66667
Allan Hills A79039,1913,Valid,H4,108.3,Found,1979,-76.71667,159.66667
Yamato 791579,26928,Valid,L6,108.06,Found,1979,-71.5,35.66667
Yamato 790948,26297,Valid,L6,107.7,Found,1979,-71.5,35.66667
Yamato 790130,25479,Valid,H5,107.3,Found,1979,-71.5,35.66667
Yamato 792958,28307,Valid,H4,107.28,Found,1979,-71.5,35.66667
Yamato 791025,26374,Valid,H4/5,106.8,Found,1979,-71.5,35.66667
Yamato 793423,28772,Valid,L6,106.09,Found,1979,-71.5,35.66667
Yamato 792919,28268,Valid,H4,106.08,Found,1979,-71.5,35.66667
Yamato 790453,25802,Valid,L5,106.06,Found,1979,-71.5,35.66667
Yamato 794002,28956,Valid,Eucrite-pmict,105.9,Found,1979,-71.5,35.66667
Yamato 791832,27181,Valid,L5,105.87,Found,1979,-71.5,35.66667
Yamato 790199,25548,Valid,H,105.74,Found,1979,-71.5,35.66667
Yamato 791441,26790,Valid,L6,105.66,Found,1979,-71.5,35.66667
Yamato 791983,27332,Valid,H4,105.42,Found,1979,-71.5,35.66667
Yamato 793483,28832,Valid,L5,105.32,Found,1979,-71.5,35.66667
Yamato 791212,26561,Valid,H4/5,104.79,Found,1979,-71.5,35.66667
Yamato 790360,25709,Valid,Stone-uncl,104.34,Found,1979,-71.5,35.66667
Yamato 792526,27875,Valid,H4,104.19,Found,1979,-71.5,35.66667
Yamato 793449,28798,Valid,L6,103.79,Found,1979,-71.5,35.66667
Yamato 791981,27330,Valid,H4,103.73,Found,1979,-71.5,35.66667
Yamato 790538,25887,Valid,LL,102.58,Found,1979,-71.5,35.66667
Yamato 791558,26907,Valid,LL3.15,101.64,Found,1979,-71.5,35.66667
Yamato 793470,28819,Valid,L6,101.41,Found,1979,-71.5,35.66667
Yamato 790271,25620,Valid,H4,100.6,Found,1979,-71.5,35.66667
Yamato 791982,27331,Valid,H4,100.42,Found,1979,-71.5,35.66667
Yamato 791979,27328,Valid,H4,100.33,Found,1979,-71.5,35.66667
Yamato 791195,26544,Valid,Eucrite-cm,100.29,Found,1979,-71.5,35.66667
Yamato 791587,26936,Valid,L4,99.82,Found,1979,-71.5,35.66667
Yamato 791186,26535,Valid,Eucrite-mmict,99.58,Found,1979,-71.5,35.66667
Yamato 793582,28931,Valid,H4,99.49,Found,1979,-71.5,35.66667
Yamato 791879,27228,Valid,H4,97.96,Found,1979,-71.5,35.66667
Yamato 794001,28955,Valid,L6,97.38,Found,1979,-71.5,35.66667
